customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7912-RCEGL,Male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.93,67.49,No
5786-OTCSC,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),46.29,60.98,No
9741-UEYQA,Male,1,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.11,632.79,Yes
9287-DNHXR,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.77,505.7,No
9549-UDOPU,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.45,1730.14,No
2000-TLSRE,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.92,5930.28,Yes
5240-HOKPU,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),40.0,270.89,Yes
5844-YMCTX,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,49.37,3370.26,No
7477-JAFVO,Male,0,No,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.71,1915.29,No
7541-PPNQL,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.68,168.95,No
9778-MTKWI,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.93,1148.62,No
6470-TWKLY,Male,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),107.09,5566.0,Yes
8723-XJVJG,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,49.32,547.64,No
9757-PTIZI,Male,1,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,54.85,213.5,No
4022-KCROL,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.4,4573.65,Yes
4887-NALPN,Male,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.96,99.46,Yes
7847-RGIPL,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.37,5283.77,No
7961-YNXMX,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.03,299.7,No
4761-BUFNN,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.89,0.0,No
3873-SSZEM,Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.51,808.67,No
3421-SLQUZ,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.5,4941.18,No
3915-MTOZD,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.73,3386.33,No
6594-XRMMS,Female,0,Yes,No,51,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.55,4866.11,No
6757-YCZEQ,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,43.98,127.29,Yes
4347-UHRKC,Male,0,No,No,64,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),108.14,6915.37,No
3638-USTOT,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.57,1427.36,No
6577-RFBID,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.47,2312.42,No
1793-MCTIA,Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,107.95,6682.58,No
6069-XCYJX,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.1,42.35,Yes
7283-NKTQV,Male,0,No,Yes,1,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.98,56.73,No
4451-TISTV,Female,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.32,1915.57,No
7493-SZKOI,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.48,3666.44,No
5382-NSSPZ,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),114.33,6614.59,No
8320-IUEXX,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),96.89,5127.48,No
3280-ZTIGD,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.41,0.0,No
4114-BJECD,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,58.71,188.47,No
3204-XITIB,Female,0,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.0,1662.92,No
3965-KGVLT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,103.83,818.07,No
4840-ORREN,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.32,1603.31,No
8712-UIXVJ,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,74.32,663.05,No
5436-SIORZ,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,110.53,903.73,No
8781-TWNLF,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.94,18.61,No
7563-XJQMS,Female,1,No,Yes,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,64.9,185.62,No
7124-LQBCV,Male,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.34,1829.82,No
7083-LIDOE,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,43.33,2873.58,No
6826-PQOTQ,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.66,1329.3,Yes
8114-MRGMH,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.31,0.0,Yes
9257-IWUFK,Female,1,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,101.8,700.3,No
7226-JLDPE,Male,0,No,Yes,61,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.38,3378.06,No
7596-NCMUX,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),112.15,775.99,Yes
1077-HQXAC,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.58,43.71,No
1512-DLDHS,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,93.58,5435.29,No
1046-KTSBQ,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.8,298.31,Yes
4959-LPOKK,Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.34,772.69,No
3326-CEQVU,Male,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,99.52,599.28,No
5596-HBZBK,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,61.58,434.68,No
8720-ZZABX,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,62.87,513.78,Yes
9223-GADMU,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.32,93.03,No
6898-YAJJC,Male,1,Yes,Yes,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.79,3014.19,No
8084-DMGOK,Male,1,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.9,150.18,No
4135-LYWMC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.7,564.01,Yes
6997-PEEJE,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.04,143.87,No
9780-DZBWH,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.47,1293.16,No
8967-TLNZZ,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,74.41,4089.2,No
1549-FDLED,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,55.26,458.17,Yes
2775-LODTN,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),65.76,4281.42,No
1428-AURCE,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,98.76,187.5,Yes
2855-LOLHN,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.98,4841.38,Yes
4417-WZODB,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),62.91,4264.02,No
5935-SSFYN,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.24,6108.62,Yes
7341-JYKVJ,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.65,23.55,No
5924-RMSYN,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.18,1116.22,No
4321-YTSPS,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),107.87,341.54,Yes
5632-QYVSE,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),40.33,97.99,Yes
2717-YODRR,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.36,5225.4,Yes
3780-UEWTH,Male,1,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.28,609.21,Yes
5554-RIIQY,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,98.01,5698.34,No
7115-SYZQX,Female,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.69,25.5,No
3981-DOVQA,Male,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.28,413.77,No
9964-EOPSF,Male,1,No,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.65,968.01,Yes
8809-JVYMY,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.68,116.36,No
4937-OBNDU,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.38,2808.61,No
2907-ISPQG,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.65,251.58,No
2493-HCRSA,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.73,3101.8,No
5213-QHWPK,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.53,4538.09,No
2817-BMBEN,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),88.55,5402.06,No
2102-BMPLB,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,90.97,6097.57,No
2904-DIROP,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.58,285.76,No
9655-DEBPA,Male,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.82,320.65,No
5725-TCVPK,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.09,153.87,No
3252-MSRNJ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,106.23,409.96,Yes
2059-ZOYHT,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.89,44.56,Yes
5884-YPQUU,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),99.69,116.25,No
1774-DTZMV,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.67,54.93,No
3782-WLFLM,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.4,18.79,No
1498-OEQWM,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.78,571.62,No
7126-DOKVN,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.21,1308.29,No
8975-RHNCY,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,75.69,3843.36,No
5781-PUNPG,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,52.13,207.85,No
7915-WVVEY,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.29,863.36,Yes
1636-DMECC,Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,105.29,7281.75,No
9711-NBCWI,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.19,1280.86,Yes
7381-KUGOW,Female,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.57,6262.88,No
5154-DYJLJ,Male,1,Yes,No,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.13,2454.88,No
1735-XFBOQ,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),109.39,0.0,No
8767-OQEPJ,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,1130.37,No
9719-UWYFK,Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.83,421.73,Yes
5264-RSCZE,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.69,19.65,No
4752-UQKGP,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.82,279.64,No
4099-IERXN,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),50.9,3090.26,No
7789-STHNF,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),105.29,7267.73,No
7760-KRYXX,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),113.08,6224.63,No
7580-BFQYN,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,79.4,5089.1,No
4727-PSMHN,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,101.08,390.75,Yes
1458-KBPRA,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.74,983.1,No
2217-FCPZI,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.67,127.97,No
8008-HQLIE,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.31,109.47,No
2374-AOQOP,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.08,575.56,No
4461-ERMTX,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,88.27,2632.65,No
6811-HPPWW,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.79,213.96,No
7230-LTAUY,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,91.57,438.47,Yes
2634-HBGYR,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,43.85,185.94,No
4798-DUCLY,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.83,736.76,Yes
3734-GLULK,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.73,4707.12,No
8331-KCUIF,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,109.65,101.85,No
6776-URJMH,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,79.03,1188.41,No
5234-ZURBV,Female,1,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.67,6695.46,No
2285-CMKWO,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.21,328.71,Yes
3140-RJMOX,Male,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,44.45,2980.16,No
2256-YEEJX,Female,1,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,995.57,No
5794-RMXBP,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.28,8.03,No
3877-QFFJD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,104.26,6361.6,No
1014-ZHGWO,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,93.53,481.41,No
4808-FLUOF,Male,1,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.84,140.76,No
1187-TAGVO,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.58,32.79,Yes
8861-ICBNK,Female,0,No,No,61,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),45.83,2788.32,No
4189-UKINN,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,48.59,2750.78,No
2978-WHLXZ,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.07,1535.56,No
2531-EIMNE,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.5,391.92,Yes
7997-XBIYT,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.5,386.65,No
6190-JLWGO,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),43.37,3093.31,No
2552-QNUME,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,593.98,No
5741-PXYQU,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,43.8,244.0,No
4740-IPQOL,Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.07,437.85,Yes
2605-QYCKV,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.97,3005.55,No
5746-TQLAR,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.86,78.62,No
5904-KHBWW,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,78.84,247.66,No
1015-NRRGW,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,105.82,7390.98,No
3033-KPHDS,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,42.89,112.15,No
8713-ZCJEI,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.91,1241.98,No
9758-NCPIL,Female,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.02,1133.71,No
6710-WZEFO,Male,1,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,5843.56,No
4496-IOTTY,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.33,1614.94,No
6514-CDCDP,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.6,1571.26,No
4249-QGAUH,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),79.75,76.26,No
5848-UTHUP,Female,1,Yes,Yes,52,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.29,3234.74,No
8089-BHIUF,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.33,214.67,Yes
2651-GQBBX,Female,1,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.75,1257.01,No
8500-TMWYA,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),101.28,6884.89,No
6629-SXZPO,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.61,1140.53,No
7909-QFMOB,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.17,3822.92,No
1295-QOMBR,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.96,120.48,No
3312-MBHKM,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.9,121.12,No
7164-FLLQD,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.57,380.42,No
8091-SQWLF,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.58,6254.16,No
5429-TZWSZ,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94,5459.1,Yes
3890-ZWPJT,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.3,425.66,No
7551-VIPTH,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.69,315.33,No
4433-XTVZI,Male,0,No,Yes,60,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.89,4910.04,No
2853-SUGUK,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.18,2171.69,Yes
7976-HCYCL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,113.3,340.88,Yes
9645-TTKCA,Female,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.97,5046.94,No
7559-PNGEP,Male,0,No,No,64,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,58.97,3767.76,No
